text,complexity,domain,severity,tone,resolution_hint,requires_onsite
Keyboard on sales floor is acting wonky. Typing random characters. Need assistance to fix or replace ASAP.,complex,hardware,critical,urgent,Check for dust buildup and firmware updates,true
"Multiple laptops in creative department having issues with USB drives not detected. Tried updating drivers, no luck.",complex,hardware,high,calm,Check for USB port conflicts and device manager settings,true
"Printer won't turn on. I've tried unplugging it, waiting a minute, and plugging it back in. Still nothing.",complex,hardware,critical,frustrated,Check power cord and outlet,true
"Keyboard issue: keys repeat randomly. Happens on both desktops in our office, so it's not just one system.",complex,hardware,high,calm,Firmware update may resolve issue,true
MUST FIX NOW! Our entire team's laptops are having issues. Can't connect to VPN or access files on the server!,complex,hardware,critical,panicked,Check network cables and settings,true
My Dell XPS 15 won't turn on after upgrading to Windows 11. It was working fine earlier today.,complex,hardware,high,frustrated,Check BIOS settings and boot order,true
Printer is not printing in duplex mode despite setting it in printer preferences. Can anyone help me with this?,complex,hardware,critical,calm,Check printer settings and firmware updates,true
**EMERGENCY** Our entire office's monitors are flickering and turning off randomly! This is a major issue!,complex,hardware,critical,panicked,Check power supplies and video cables,true
Printer not recognized by multiple PCs on the network. Error message says 'unknown device'.,complex,hardware,high,frustrated,Check printer settings and IP address on all affected systems.,true
Several users complaining of keyboard lag and slow typing. Issue seems to affect only certain models of keyboards.,complex,hardware,critical,urgent,"Investigate potential driver or firmware issue, update if necessary.",true
Display issue with one of our main monitors - the brightness and contrast controls aren't working like they should. Multiple people are affected.,complex,hardware,high,calm,"Check monitor settings, try adjusting or replacing display settings file.",true
"My desktop's keyboard is not functioning properly. I've tried unplugging and replugging it, but the issue persists. Please assist.",complex,hardware,high,frustrated,Check for stuck or damaged keys,true
Urgent help needed! Our company's main printer is jammed and refuses to print. Multiple users are affected.,complex,hardware,critical,urgent,Check paper tray alignment and clear any jams,true
"I've got a user whose laptop screen is displaying strange artifacts (lines, blurs) and it's causing them to lose work. Can you please assist in resolving this?",complex,hardware,high,calm,Check for loose connections or faulty graphics drivers,true
"Printer not recognizing USB flash drives. Tried updating drivers, still doesn't work. Can we get a senior engineer to help? Thanks!",complex,hardware,high,frustrated,Check printer firmware and USB ports.,true
We're experiencing slow performance on all desktops in the marketing department. It's affecting our production schedule. Please assist ASAP!,complex,hardware,critical,urgent,Check disk space and event logs for bottlenecks.,true
"I'm having trouble getting my new laptop to connect to the office Wi-Fi. Tried restarting router and modem, no luck. Can someone please help me get online?",complex,hardware,high,calm,Verify wireless settings and network configuration.,true
"Laptop won't turn on after update; tried charging, restarting. Multiple users affected.",complex,hardware,critical,frustrated,Check power settings and bios settings.,true
"Printer won't print from multiple devices. Tried resetting, unplugging/replugging.",complex,hardware,high,calm,Check printer settings and network connectivity.,true
Multiple keyboards not functioning after installing new software; urgent help needed!,complex,hardware,urgent,panicked,Roll back software update and check keyboard drivers.,true
"Printer not recognized on new laptop. Tried uninstalling and reinstalling, still nothing. Please help.",complex,hardware,high,frustrated,Check USB ports for interference or corrupt drivers,true
"Multiple users complaining of slow desktop performance. Already tried disk cleanup and updates, still slow. Need expert help ASAP.",complex,hardware,critical,urgent,Check CPU usage and potential resource bottlenecks,true
"Confused about why monitor not working with new laptop. Thought it was a HDMI issue, but nope. Frustrated now.",complex,hardware,high,confused,Check video settings and confirm display compatibility,true
"Laptop freezing on startup after software update. Tried restarting, no luck. Multiple users affected.",complex,hardware,high,frustrated,Check system logs for errors and uninstall recent updates to test.,true
Our printer's not printing in color. All black text only. Users are upset about the meeting materials.,complex,hardware,critical,urgent,Check ink levels and paper alignment; try reinstalling printer drivers if needed.,true
Two keyboards not responding on one desk. Users are confused why their typing isn't registering.,complex,hardware,high,confused,Check USB ports for debris and swap out keyboards to isolate the issue.,true
Can't open Microsoft Word. Error message says file is corrupted. Tried restarting computer.,simple,software,low,frustrated,Check for disk space and try reinstalling Office,false
